data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2021-01-07";"23291";"2587";"25878";"545177";"571055";"2343";"18020";"1572015";"77291";"2220361";"27439249";"15235808";"156";"";"";"";"";"117";"16";"133";"2210";"2343";"2792";"18020";"15659";"414";"18020";"121275";"0";"0";"0";"0";"53423"
"2021-01-08";"23313";"2587";"25900";"544489";"570389";"-666";"17533";"1589590";"77911";"2237890";"27579516";"15292666";"187";"";"";"";"";"22";"0";"22";"-688";"-666";"-3009";"17533";"17575";"620";"17533";"140267";"0";"0";"0";"0";"56858"
"2021-01-09";"23260";"2593";"25853";"546989";"572842";"2453";"19978";"1606630";"78394";"2257866";"27751635";"15359083";"183";"";"";"";"";"-53";"6";"-47";"2500";"2453";"3119";"19978";"17040";"483";"19978";"172119";"0";"0";"0";"0";"66417"
"2021-01-10";"23427";"2615";"26042";"553890";"579932";"7090";"18627";"1617804";"78755";"2276491";"27891393";"15422188";"181";"";"";"";"";"167";"22";"189";"6901";"7090";"4637";"18627";"11174";"361";"18627";"139758";"0";"0";"0";"0";"63105"
"2021-01-11";"23603";"2642";"26245";"549734";"575979";"-3953";"12532";"1633839";"79203";"2289021";"27983049";"15464741";"168";"";"";"";"";"176";"27";"203";"-4156";"-3953";"-11043";"12532";"16035";"448";"12532";"91656";"0";"0";"0";"0";"42553"
"2021-01-12";"23712";"2636";"26348";"543692";"570040";"-5939";"14242";"1653404";"79819";"2303263";"28124690";"15518345";"196";"";"";"";"";"109";"-6";"103";"-6042";"-5939";"-1986";"14242";"19565";"616";"14242";"141641";"0";"0";"0";"0";"53604"
"2021-01-13";"23525";"2579";"26104";"538670";"564774";"-5266";"15774";"1673936";"80326";"2319036";"28300119";"15587971";"165";"";"";"";"";"-187";"-57";"-244";"-5022";"-5266";"673";"15774";"20532";"507";"15774";"175429";"0";"0";"0";"0";"69626"
"2021-01-14";"23110";"2557";"25667";"535713";"561380";"-3394";"17246";"1694051";"80848";"2336279";"28460704";"15656574";"164";"";"";"";"";"-415";"-22";"-437";"-2957";"-3394";"1872";"17246";"20115";"522";"17246";"160585";"0";"0";"0";"0";"68603"
"2021-01-15";"22841";"2522";"25363";"532705";"558068";"-3312";"16146";"1713030";"81325";"2352423";"28734210";"15737459";"156";"2351466";"957";"28617351";"116859";"-269";"-35";"-304";"-3008";"-3312";"82";"16146";"18979";"477";"16146";"273506";"2351466";"957";"28617351";"116859";"80885"
"2021-01-16";"22784";"2520";"25304";"532413";"557717";"-351";"16310";"1729216";"81800";"2368733";"28995614";"15822424";"170";"2366912";"1821";"28780581";"215033";"-57";"-2";"-59";"-292";"-351";"2961";"16310";"16186";"475";"16310";"261404";"15446";"864";"163230";"98174";"84965"
"2021-01-17";"22757";"2503";"25260";"528114";"553374";"-4343";"12545";"1745726";"82177";"2381277";"29206692";"15889027";"124";"2379043";"2234";"28910309";"296383";"-27";"-17";"-44";"-4299";"-4343";"-3992";"12545";"16510";"377";"12545";"211078";"12131";"413";"129728";"81350";"66603"
"2021-01-18";"22884";"2544";"25428";"521631";"547059";"-6315";"8825";"1760489";"82554";"2390102";"29365366";"15937909";"142";"2387620";"2482";"28997556";"367810";"127";"41";"168";"-6483";"-6315";"-1972";"8825";"14763";"377";"8825";"158674";"8577";"248";"87247";"71427";"48882"
"2021-01-19";"22699";"2487";"25186";"510338";"535524";"-11535";"10497";"1781917";"83157";"2400598";"29619436";"16009790";"176";"2397121";"3477";"29132944";"486492";"-185";"-57";"-242";"-11293";"-11535";"-5220";"10497";"21428";"603";"10497";"254070";"9501";"995";"135388";"118682";"71881"
"2021-01-20";"22469";"2461";"24930";"498623";"523553";"-11971";"13571";"1806932";"83681";"2414166";"29899198";"16102034";"152";"2409616";"4550";"29296422";"602776";"-230";"-26";"-256";"-11715";"-11971";"-436";"13571";"25015";"524";"13571";"279762";"12495";"1073";"163478";"116284";"92244"
"2021-01-21";"22045";"2418";"24463";"492105";"516568";"-6985";"14078";"1827451";"84202";"2428221";"30166765";"16197394";"155";"2422728";"5493";"29458875";"707890";"-424";"-43";"-467";"-6518";"-6985";"4986";"14078";"20519";"521";"14078";"267567";"13112";"943";"162453";"105114";"95360"
"2021-01-22";"21691";"2390";"24081";"477972";"502053";"-14515";"13633";"1855127";"84674";"2441854";"30431493";"16279588";"144";"2435519";"6335";"29608567";"822926";"-354";"-28";"-382";"-14133";"-14515";"-7530";"13633";"27676";"472";"13633";"264728";"12791";"842";"149692";"115036";"82194"
"2021-01-23";"21403";"2386";"23789";"475045";"498834";"-3219";"13331";"1871189";"85162";"2455185";"30717824";"16367107";"174";"2447861";"7324";"29759716";"958108";"-288";"-4";"-292";"-2927";"-3219";"11296";"13331";"16062";"488";"13331";"286331";"12342";"989";"151149";"135182";"87519"
"2021-01-24";"21309";"2400";"23709";"475569";"499278";"444";"11629";"1882074";"85461";"2466813";"30934035";"16443404";"120";"2458857";"7956";"29893362";"1040673";"-94";"14";"-80";"524";"444";"3663";"11629";"10885";"299";"11629";"216211";"10996";"632";"133646";"82565";"76297"
"2021-01-25";"21424";"2421";"23845";"467785";"491630";"-7648";"8562";"1897861";"85881";"2475372";"31060966";"16494329";"150";"2467120";"8252";"29962599";"1098367";"115";"21";"136";"-7784";"-7648";"-8092";"8562";"15787";"420";"8562";"126931";"8263";"296";"69237";"57694";"50925"
"2021-01-26";"21355";"2372";"23727";"458690";"482417";"-9213";"10593";"1917117";"86422";"2485956";"31317253";"16567955";"162";"2476249";"9707";"30087654";"1229599";"-69";"-49";"-118";"-9095";"-9213";"-1565";"10593";"19256";"541";"10593";"256287";"9129";"1455";"125055";"131232";"73626"
"2021-01-27";"21161";"2352";"23513";"454456";"477969";"-4448";"15204";"1936289";"86889";"2501147";"31611023";"16656230";"115";"2488513";"12634";"30255759";"1355264";"-194";"-20";"-214";"-4234";"-4448";"4765";"15204";"19172";"467";"15204";"293770";"12264";"2927";"168105";"125665";"88275"
"2021-01-28";"20778";"2288";"23066";"451551";"474617";"-3352";"14372";"1953509";"87381";"2515507";"31886602";"16752985";"102";"2501989";"13518";"30420375";"1466227";"-383";"-64";"-447";"-2905";"-3352";"1096";"14372";"17220";"492";"14372";"275579";"13476";"884";"164616";"110963";"96755"
"2021-01-29";"20397";"2270";"22667";"445157";"467824";"-6793";"13574";"1973388";"87858";"2529070";"32155352";"16834157";"148";"2514261";"14809";"30565671";"1589681";"-381";"-18";"-399";"-6394";"-6793";"-3441";"13574";"19879";"477";"13574";"268750";"12272";"1291";"145296";"123454";"81172"
"2021-01-30";"20098";"2218";"22316";"441036";"463352";"-4472";"12715";"1990152";"88279";"2541783";"32453362";"16923532";"132";"2526058";"15725";"30718540";"1734822";"-299";"-52";"-351";"-4121";"-4472";"2321";"12715";"16764";"421";"12715";"298010";"11797";"916";"152869";"145141";"89375"
"2021-01-31";"20096";"2215";"22311";"431657";"453968";"-9384";"11252";"2010548";"88516";"2553032";"32666726";"17005122";"97";"2536779";"16253";"30840359";"1826367";"-2";"-3";"-5";"-9379";"-9384";"-4912";"11252";"20396";"237";"11252";"213364";"10721";"528";"121819";"91545";"81590"
"2021-02-01";"20260";"2252";"22512";"425077";"447589";"-6379";"7925";"2024523";"88845";"2560957";"32809145";"17053960";"145";"2544428";"16529";"30916110";"1893035";"164";"37";"201";"-6580";"-6379";"3005";"7925";"13975";"329";"7925";"142419";"7649";"276";"75751";"66668";"48838"
"2021-02-02";"20317";"2214";"22531";"415234";"437765";"-9824";"9660";"2043500";"89343";"2570608";"33053574";"17129160";"158";"2552713";"17895";"31041506";"2012068";"57";"-38";"19";"-9843";"-9824";"-3445";"9660";"18977";"498";"9660";"244429";"8285";"1366";"125396";"119033";"75200"
"2021-02-03";"20071";"2145";"22216";"412506";"434722";"-3043";"13189";"2059248";"89819";"2583790";"33332881";"17222062";"133";"2564627";"19163";"31199437";"2133444";"-246";"-69";"-315";"-2728";"-3043";"6781";"13189";"15748";"476";"13189";"279307";"11914";"1268";"157931";"121376";"92902"
"2021-02-04";"19743";"2151";"21894";"408383";"430277";"-4445";"13659";"2076928";"90241";"2597446";"33603023";"17315499";"147";"2577005";"20441";"31350804";"2252219";"-328";"6";"-322";"-4123";"-4445";"-1402";"13659";"17680";"422";"13659";"270142";"12378";"1278";"151367";"118775";"93437"
"2021-02-05";"19575";"2142";"21717";"407401";"429118";"-1159";"14218";"2091923";"90618";"2611659";"33873530";"17411746";"132";"2590106";"21553";"31499364";"2374166";"-168";"-9";"-177";"-982";"-1159";"3286";"14218";"14995";"377";"14218";"270507";"13101";"1112";"148560";"121947";"96247"
"2021-02-06";"19408";"2110";"21518";"405516";"427034";"-2084";"13442";"2107061";"91003";"2625098";"34155937";"17626494";"144";"2602048";"23050";"31648706";"2507231";"-167";"-32";"-199";"-1885";"-2084";"-925";"13442";"15138";"385";"13442";"282407";"11942";"1497";"149342";"133065";"214748"
"2021-02-07";"19266";"2107";"21373";"405651";"427024";"-10";"11641";"2118441";"91273";"2636738";"34362726";"17702105";"105";"2613000";"23738";"31771821";"2590905";"-142";"-3";"-145";"135";"-10";"2074";"11641";"11380";"270";"11641";"206789";"10952";"688";"123115";"83674";"75611"
"2021-02-08";"19527";"2143";"21670";"397934";"419604";"-7420";"7970";"2133523";"91580";"2644707";"34506996";"17757000";"139";"2620747";"23960";"31847929";"2659067";"261";"36";"297";"-7717";"-7420";"-7410";"7970";"15082";"307";"7970";"144270";"7747";"222";"76108";"68162";"54895"
"2021-02-09";"19512";"2143";"21655";"392312";"413967";"-5637";"10630";"2149350";"92002";"2655319";"34781259";"17839716";"146";"2629894";"25425";"31974515";"2806744";"-15";"0";"-15";"-5622";"-5637";"1783";"10630";"15827";"422";"10630";"274263";"9147";"1465";"126586";"147677";"82716"
"2021-02-10";"19280";"2128";"21408";"388703";"410111";"-3856";"12956";"2165817";"92338";"2668266";"35092253";"17938333";"155";"2641238";"27028";"32136820";"2955433";"-232";"-15";"-247";"-3609";"-3856";"1781";"12956";"16467";"336";"12956";"310994";"11344";"1603";"162305";"148689";"98617"
"2021-02-11";"18942";"2126";"21068";"383951";"405019";"-5092";"15146";"2185655";"92729";"2683403";"35384786";"18040938";"151";"2655028";"28375";"32306585";"3078201";"-338";"-2";"-340";"-4752";"-5092";"-1236";"15146";"19838";"391";"15146";"292533";"13790";"1347";"169765";"122768";"102605"
"2021-02-12";"18736";"2095";"20831";"381343";"402174";"-2845";"13908";"2202077";"93045";"2697296";"35672405";"18134000";"153";"2667756";"29540";"32459557";"3212848";"-206";"-31";"-237";"-2608";"-2845";"2247";"13908";"16422";"316";"13908";"287619";"12728";"1165";"152972";"134647";"93062"
"2021-02-13";"18500";"2062";"20562";"380851";"401413";"-761";"13532";"2216050";"93356";"2710819";"35962939";"18228016";"118";"2680068";"30751";"32612253";"3350686";"-236";"-33";"-269";"-492";"-761";"2084";"13532";"13973";"311";"13532";"290534";"12312";"1211";"152696";"137838";"94016"
"2021-02-14";"18449";"2085";"20534";"382249";"402783";"1370";"11068";"2225519";"93577";"2721879";"36168581";"18309474";"126";"2690422";"31457";"32739071";"3429510";"-51";"23";"-28";"1398";"1370";"2131";"11068";"9469";"221";"11068";"205642";"10354";"706";"126818";"78824";"81458"
"2021-02-15";"18515";"2089";"20604";"377494";"398098";"-4685";"7351";"2237290";"93835";"2729223";"36347859";"18368000";"122";"2697500";"31723";"32816455";"3531404";"66";"4";"70";"-4755";"-4685";"-6055";"7351";"11771";"258";"7351";"179278";"7078";"266";"77384";"101894";"58526"
"2021-02-16";"18463";"2074";"20537";"373149";"393686";"-4412";"10386";"2251734";"94171";"2739591";"36621878";"18452428";"154";"2706339";"33252";"32956609";"3665269";"-52";"-15";"-67";"-4345";"-4412";"273";"10386";"14444";"336";"10386";"274019";"8839";"1529";"140154";"133865";"84428"
"2021-02-17";"18274";"2043";"20317";"368547";"388864";"-4822";"12074";"2268253";"94540";"2751657";"36916289";"18547836";"113";"2717204";"34453";"33117839";"3798450";"-189";"-31";"-220";"-4602";"-4822";"-410";"12074";"16519";"369";"12074";"294411";"10865";"1201";"161230";"133181";"95408"
"2021-02-18";"17963";"2045";"20008";"364493";"384501";"-4363";"13762";"2286029";"94882";"2765412";"37204747";"18645837";"177";"2729570";"35842";"33274904";"3929843";"-311";"2";"-309";"-4054";"-4363";"459";"13762";"17776";"342";"13762";"288458";"12366";"1389";"157065";"131393";"98001"
"2021-02-19";"17831";"2059";"19890";"362558";"382448";"-2053";"15479";"2303199";"95235";"2780882";"37501875";"18740720";"151";"2743867";"37015";"33445698";"4056177";"-132";"14";"-118";"-1935";"-2053";"2310";"15479";"17170";"353";"15479";"297128";"14297";"1173";"170794";"126334";"94883"
"2021-02-20";"17725";"2063";"19788";"364835";"384623";"2175";"14931";"2315687";"95486";"2795796";"37807953";"18842870";"137";"2757548";"38248";"33600200";"4207753";"-106";"4";"-102";"2277";"2175";"4228";"14931";"12488";"251";"14931";"306078";"13681";"1233";"154502";"151576";"102150"
"2021-02-21";"17804";"2094";"19898";"368997";"388895";"4272";"13452";"2324633";"95718";"2809246";"38058939";"18939451";"125";"2770084";"39162";"33746297";"4312642";"79";"31";"110";"4162";"4272";"2097";"13452";"8946";"232";"13452";"250986";"12536";"914";"146097";"104889";"96581"
"2021-02-22";"18155";"2118";"20273";"367630";"387903";"-992";"9630";"2334968";"95992";"2818863";"38229611";"18996566";"162";"2778918";"39945";"33830482";"4399129";"351";"24";"375";"-1367";"-992";"-5264";"9630";"10335";"274";"9630";"170672";"8834";"783";"84185";"86487";"57115"
"2021-02-23";"18295";"2146";"20441";"367507";"387948";"45";"13314";"2347866";"96348";"2832162";"38533461";"19085722";"197";"2790474";"41688";"33973710";"4559751";"140";"28";"168";"-123";"45";"1037";"13314";"12898";"356";"13314";"303850";"11556";"1743";"143228";"160622";"89156"
"2021-02-24";"18217";"2157";"20374";"369059";"389433";"1485";"16424";"2362465";"96666";"2848564";"38873708";"19191527";"178";"2804529";"44035";"34155158";"4718550";"-78";"11";"-67";"1552";"1485";"1440";"16424";"14599";"318";"16424";"340247";"14055";"2347";"181448";"158799";"105805"
"2021-02-25";"18257";"2168";"20425";"375718";"396143";"6710";"19886";"2375318";"96974";"2868435";"39227412";"19295727";"178";"2822664";"45771";"34342595";"4884817";"40";"11";"51";"6659";"6710";"5225";"19886";"12853";"308";"19886";"353704";"18135";"1736";"187437";"166267";"104200"
"2021-02-26";"18292";"2194";"20486";"384178";"404664";"8521";"20499";"2387032";"97227";"2888923";"39552816";"19403679";"188";"2841119";"47804";"34518101";"5034715";"35";"26";"61";"8460";"8521";"1811";"20499";"11714";"253";"20499";"325404";"18455";"2033";"175506";"149898";"107952"
"2021-02-27";"18372";"2216";"20588";"391378";"411966";"7302";"18916";"2398352";"97507";"2907825";"39875863";"19513881";"163";"2858181";"49644";"34681158";"5194705";"80";"22";"102";"7200";"7302";"-1219";"18916";"11320";"280";"18916";"323047";"17062";"1840";"163057";"159990";"110202"
"2021-02-28";"18638";"2231";"20869";"401498";"422367";"10401";"17455";"2405199";"97699";"2925265";"40132887";"19618332";"131";"2874494";"50771";"34833703";"5299184";"266";"15";"281";"10120";"10401";"3099";"17455";"6847";"192";"17455";"257024";"16313";"1127";"152545";"104479";"104451"
"2021-03-01";"19112";"2289";"21401";"402932";"424333";"1966";"13114";"2416093";"97945";"2938371";"40303520";"19685310";"171";"2887097";"51274";"34932830";"5370690";"474";"58";"532";"1434";"1966";"-8435";"13114";"10894";"246";"13114";"170633";"12603";"503";"99127";"71506";"66978"
"2021-03-02";"19570";"2327";"21897";"409099";"430996";"6663";"17083";"2426150";"98288";"2955434";"40639503";"19790559";"222";"2901272";"54162";"35087433";"5552070";"458";"38";"496";"6167";"6663";"4697";"17083";"10057";"343";"17083";"335983";"14175";"2888";"154603";"181380";"105249"
"2021-03-03";"19763";"2411";"22174";"415247";"437421";"6425";"20884";"2440218";"98635";"2976274";"40998387";"19906431";"222";"2919425";"56849";"35279774";"5718613";"193";"84";"277";"6148";"6425";"-238";"20884";"14068";"347";"20884";"358884";"18153";"2687";"192341";"166543";"115872"
"2021-03-04";"20157";"2475";"22632";"423807";"446439";"9018";"22865";"2453706";"98974";"2999119";"41338022";"20018633";"232";"2940399";"58720";"35462826";"5875196";"394";"64";"458";"8560";"9018";"2593";"22865";"13488";"339";"22865";"339635";"20974";"1871";"183052";"156583";"112202"
"2021-03-05";"20374";"2525";"22899";"433571";"456470";"10031";"24036";"2467388";"99271";"3023129";"41716485";"20146921";"222";"2962077";"61052";"35661456";"6055029";"217";"50";"267";"9764";"10031";"1013";"24036";"13682";"297";"24036";"378463";"21678";"2332";"198630";"179833";"128288"
"2021-03-06";"20701";"2571";"23272";"442540";"465812";"9342";"23641";"2481372";"99578";"3046762";"42071509";"20267157";"214";"2983454";"63308";"35849068";"6222441";"327";"46";"373";"8969";"9342";"-689";"23641";"13984";"307";"23641";"355024";"21377";"2256";"187612";"167412";"120236"
"2021-03-07";"21144";"2605";"23749";"449113";"472862";"7050";"20765";"2494839";"99785";"3067486";"42342845";"20375964";"161";"3002580";"64906";"36013136";"6329709";"443";"34";"477";"6573";"7050";"-2292";"20765";"13467";"207";"20765";"271336";"19126";"1598";"164068";"107268";"108807"
"2021-03-08";"21831";"2700";"24531";"448002";"472533";"-329";"13902";"2508732";"100103";"3081368";"42527529";"20435513";"231";"3015474";"65894";"36115564";"6411965";"687";"95";"782";"-1111";"-329";"-7379";"13902";"13893";"318";"13902";"184684";"12894";"988";"102428";"82256";"59549"
"2021-03-09";"22393";"2756";"25149";"453734";"478883";"6350";"19749";"2521731";"100479";"3101093";"42873501";"20543816";"278";"3032381";"68712";"36292531";"6580970";"562";"56";"618";"5732";"6350";"6679";"19749";"12999";"376";"19749";"345972";"16907";"2818";"176967";"169005";"108303"
"2021-03-10";"22882";"2827";"25709";"461365";"487074";"8191";"22409";"2535483";"100811";"3123368";"43234541";"20664762";"253";"3052141";"71227";"36494453";"6740088";"489";"71";"560";"7631";"8191";"1841";"22409";"13752";"332";"22409";"361040";"19760";"2515";"201922";"159118";"120946"
"2021-03-11";"23247";"2859";"26106";"471244";"497350";"10276";"25673";"2550483";"101184";"3149017";"43606758";"20793180";"266";"3074409";"74608";"36702922";"6903836";"365";"32";"397";"9879";"10276";"2085";"25673";"15000";"373";"25673";"372217";"22268";"3381";"208469";"163748";"128418"
"2021-03-12";"23656";"2914";"26570";"482747";"509317";"11967";"26824";"2564926";"101564";"3175807";"43976394";"20911246";"226";"3098594";"77213";"36904071";"7072323";"409";"55";"464";"11503";"11967";"1691";"26824";"14443";"380";"26824";"369636";"24185";"2605";"201149";"168487";"118066"
"2021-03-13";"24153";"2982";"27135";"492926";"520061";"10744";"26062";"2579896";"101881";"3201838";"44349338";"21035159";"270";"3122044";"79794";"37107202";"7242136";"497";"68";"565";"10179";"10744";"-1223";"26062";"14970";"317";"26062";"372944";"23450";"2581";"203131";"169813";"123913"
"2021-03-14";"24518";"3082";"27600";"503666";"531266";"11205";"21315";"2589731";"102145";"3223142";"44623304";"21138014";"243";"3141921";"81221";"37275176";"7348128";"365";"100";"465";"10740";"11205";"461";"21315";"9835";"264";"21315";"273966";"19877";"1427";"167974";"105992";"102855"
"2021-03-15";"25338";"3157";"28495";"501862";"530357";"-909";"15267";"2605538";"102499";"3238394";"44802319";"21197794";"243";"3156427";"81967";"37381879";"7420440";"820";"75";"895";"-1804";"-909";"-12114";"15267";"15807";"354";"15267";"179015";"14506";"746";"106703";"72312";"59780"
"2021-03-16";"26098";"3256";"29354";"506761";"536115";"5758";"20396";"2619654";"103001";"3258770";"45171694";"21306662";"319";"3173640";"85130";"37564451";"7607243";"760";"99";"859";"4899";"5758";"6667";"20396";"14116";"502";"20396";"369375";"17213";"3163";"182572";"186803";"108868"
"2021-03-17";"26517";"3317";"29834";"509174";"539008";"2893";"23059";"2639370";"103432";"3281810";"45540778";"21424371";"324";"3193783";"88027";"37770144";"7770634";"419";"61";"480";"2413";"2893";"-2865";"23059";"19716";"431";"23059";"369084";"20143";"2897";"205693";"163391";"117709"
"2021-03-18";"26694";"3333";"30027";"517483";"547510";"8502";"24935";"2655346";"103855";"3306711";"45894515";"21544881";"249";"3216436";"90275";"37977385";"7917130";"177";"16";"193";"8309";"8502";"5609";"24935";"15976";"423";"24935";"353737";"22653";"2248";"207241";"146496";"120510"
"2021-03-19";"26858";"3364";"30222";"526317";"556539";"9029";"25735";"2671638";"104241";"3332418";"46259337";"21662182";"244";"3241105";"91313";"38182937";"8076400";"164";"31";"195";"8834";"9029";"527";"25735";"16292";"386";"25735";"364822";"24669";"1038";"205552";"159270";"117301"
"2021-03-20";"27061";"3387";"30448";"535005";"565453";"8914";"23832";"2686236";"104642";"3356331";"46613817";"21779015";"243";"3261607";"94724";"38384580";"8229237";"203";"23";"226";"8688";"8914";"-115";"23832";"14598";"401";"23832";"354480";"20502";"3411";"201643";"152837";"116833"
