data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2023-01-19";"5003";"227";"5230";"294820";"300050";"-7805";"7053";"24929092";"186488";"25415630";"264869515";"67275162";"18";"9702967";"15712663";"100054995";"164814520";"-169";"-10";"-179";"-7626";"-7805";"-2242";"7053";"14782";"76";"7053";"101808";"1371";"5682";"22440";"79368";"19082"
"2023-01-20";"4823";"228";"5051";"291198";"296249";"-3801";"6705";"24939542";"186542";"25422333";"264960511";"67292058";"24";"9704486";"15717847";"100073549";"164886962";"-180";"1";"-179";"-3622";"-3801";"4004";"6705";"10450";"54";"6705";"90996";"1519";"5184";"18554";"72442";"16896"
"2023-01-21";"4632";"232";"4864";"287715";"292579";"-3670";"5746";"24948898";"186601";"25428078";"265056560";"67307587";"29";"9705882";"15722196";"100101335";"164955225";"-191";"4";"-187";"-3483";"-3670";"131";"5746";"9356";"59";"5746";"96049";"1396";"4349";"27786";"68263";"15529"
"2023-01-22";"4553";"229";"4782";"282438";"287220";"-5359";"3720";"24957961";"186617";"25431798";"265115208";"67320051";"10";"9706497";"15725301";"100114618";"165000590";"-79";"-3";"-82";"-5277";"-5359";"-1689";"3720";"9063";"16";"3720";"58648";"615";"3105";"13283";"45365";"12464"
"2023-01-23";"4510";"217";"4727";"276510";"281237";"-5983";"2500";"24966399";"186661";"25434297";"265153587";"67328369";"7";"9707204";"15727093";"100123286";"165030301";"-43";"-12";"-55";"-5928";"-5983";"-624";"2500";"8438";"44";"2500";"38379";"707";"1792";"8668";"29711";"8318"
"2023-01-24";"4266";"226";"4492";"271755";"276247";"-4990";"8062";"24979377";"186734";"25442358";"265278469";"67349658";"30";"9708729";"15733629";"100148817";"165129652";"-244";"9";"-235";"-4755";"-4990";"993";"8062";"12978";"73";"8062";"124882";"1525";"6536";"25531";"99351";"21289"
"2023-01-25";"4129";"206";"4335";"266529";"270864";"-5383";"5903";"24990606";"186788";"25448258";"265384379";"67367877";"9";"9709896";"15738362";"100173616";"165210763";"-137";"-20";"-157";"-5226";"-5383";"-393";"5903";"11229";"54";"5903";"105910";"1167";"4733";"24799";"81111";"18219"
"2023-01-26";"4081";"205";"4286";"247684";"251970";"-18894";"5532";"25014986";"186833";"25453789";"265478247";"67385492";"17";"9710905";"15742884";"100194934";"165283313";"-48";"-1";"-49";"-18845";"-18894";"-13511";"5532";"24380";"45";"5532";"93868";"1009";"4522";"21318";"72550";"17615"
"2023-01-27";"4003";"200";"4203";"243637";"247840";"-4130";"4975";"25024052";"186871";"25458763";"265562519";"67400289";"24";"9711936";"15746827";"100211542";"165350977";"-78";"-5";"-83";"-4047";"-4130";"14764";"4975";"9066";"38";"4975";"84272";"1031";"3943";"16608";"67664";"14797"
"2023-01-28";"3822";"195";"4017";"242591";"246608";"-1232";"4694";"25031288";"186904";"25464800";"265669095";"67432857";"16";"9712776";"15752024";"100227553";"165441542";"-181";"-5";"-186";"-1046";"-1232";"2898";"4694";"7236";"33";"4694";"106576";"840";"5197";"16011";"90565";"32568"
"2023-01-29";"3826";"202";"4028";"238404";"242432";"-4176";"3443";"25038882";"186929";"25468243";"265727864";"67445520";"24";"9713407";"15754836";"100240654";"165487210";"4";"7";"11";"-4187";"-4176";"-2944";"3443";"7594";"25";"3443";"58769";"631";"2812";"13101";"45668";"12663"
"2023-01-30";"3834";"197";"4031";"234034";"238065";"-4367";"1829";"25045043";"186962";"25470070";"265762334";"67453736";"13";"9713696";"15756374";"100248430";"165513904";"8";"-5";"3";"-4370";"-4367";"-191";"1829";"6161";"33";"1829";"34470";"289";"1538";"7776";"26694";"8216"
"2023-01-31";"3781";"193";"3974";"230833";"234807";"-3258";"7299";"25055483";"187077";"25477367";"265883876";"67475863";"23";"9715139";"15762228";"100274371";"165609505";"-53";"-4";"-57";"-3201";"-3258";"1109";"7299";"10440";"115";"7299";"121542";"1443";"5854";"25941";"95601";"22127"
"2023-02-01";"3697";"191";"3888";"227137";"231025";"-3782";"5244";"25064361";"187224";"25482610";"265982238";"67494024";"16";"9716041";"15766569";"100295226";"165687012";"-84";"-2";"-86";"-3696";"-3782";"-524";"5244";"8878";"147";"5244";"98362";"902";"4341";"20855";"77507";"18161"
"2023-02-02";"3712";"179";"3891";"224094";"227985";"-3040";"5558";"25072909";"187272";"25488166";"266073786";"67512248";"10";"9717567";"15770599";"100317128";"165756658";"15";"-12";"3";"-3043";"-3040";"742";"5558";"8548";"48";"5558";"91548";"1526";"4030";"21902";"69646";"18224"
"2023-02-03";"3578";"172";"3750";"220211";"223961";"-4024";"4675";"25081551";"187329";"25492841";"266157770";"67527603";"17";"9718493";"15774348";"100334124";"165823646";"-134";"-7";"-141";"-3883";"-4024";"-984";"4675";"8642";"57";"4675";"83984";"926";"3749";"16996";"66988";"15355"
"2023-02-04";"3574";"173";"3747";"215699";"219446";"-4515";"4710";"25090746";"187359";"25497551";"266235487";"67542902";"17";"9719419";"15778132";"100349650";"165885837";"-4";"1";"-3";"-4512";"-4515";"-491";"4710";"9195";"30";"4710";"77717";"926";"3784";"15526";"62191";"15299"
"2023-02-05";"3552";"173";"3725";"211945";"215670";"-3776";"3487";"25097991";"187377";"25501038";"266291611";"67555623";"12";"9720114";"15780924";"100363968";"165927643";"-22";"0";"-22";"-3754";"-3776";"739";"3487";"7245";"18";"3487";"56124";"695";"2792";"14318";"41806";"12721"
"2023-02-06";"3627";"180";"3807";"207396";"211203";"-4467";"1801";"25104226";"187409";"25502838";"266326837";"67563891";"18";"9720434";"15782404";"100371969";"165954868";"75";"7";"82";"-4549";"-4467";"-691";"1801";"6235";"32";"1801";"35226";"320";"1480";"8001";"27225";"8268"
"2023-02-07";"3640";"174";"3814";"206136";"209950";"-1253";"7123";"25112535";"187473";"25509958";"266445760";"67584892";"14";"9721860";"15788098";"100397053";"166048707";"13";"-6";"7";"-1260";"-1253";"3214";"7123";"8309";"64";"7123";"118923";"1426";"5694";"25084";"93839";"21001"
"2023-02-08";"3518";"172";"3690";"202507";"206197";"-3753";"4709";"25120954";"187513";"25514664";"266538094";"67603105";"16";"9722803";"15791861";"100419138";"166118956";"-122";"-2";"-124";"-3629";"-3753";"-2500";"4709";"8419";"40";"4709";"92334";"943";"3763";"22085";"70249";"18213"
"2023-02-09";"3459";"163";"3622";"192436";"196058";"-10139";"4406";"25135458";"187551";"25519067";"266620812";"67619803";"10";"9723642";"15795425";"100437822";"166182990";"-59";"-9";"-68";"-10071";"-10139";"-6386";"4406";"14504";"38";"4406";"82718";"839";"3564";"18684";"64034";"16698"
"2023-02-10";"3377";"162";"3539";"190221";"193760";"-2298";"3963";"25141672";"187596";"25523028";"266695897";"67633575";"17";"9724433";"15798595";"100453159";"166242738";"-82";"-1";"-83";"-2215";"-2298";"7841";"3963";"6214";"45";"3963";"75085";"791";"3170";"15337";"59748";"13772"
"2023-02-11";"3302";"166";"3468";"187302";"190770";"-2990";"3809";"25148449";"187618";"25526837";"266765027";"67645341";"15";"9725113";"15801724";"100467738";"166297289";"-75";"4";"-71";"-2919";"-2990";"-692";"3809";"6777";"22";"3809";"69130";"680";"3129";"14579";"54551";"11766"
"2023-02-12";"3288";"172";"3460";"183731";"187191";"-3579";"2835";"25154851";"187630";"25529672";"266815824";"67656765";"13";"9725625";"15804047";"100479585";"166336239";"-14";"6";"-8";"-3571";"-3579";"-589";"2835";"6402";"12";"2835";"50797";"512";"2323";"11847";"38950";"11424"
"2023-02-13";"3313";"177";"3490";"181908";"185398";"-1793";"1580";"25158197";"187656";"25531251";"266846752";"67663920";"15";"9725852";"15805399";"100486961";"166359791";"25";"5";"30";"-1823";"-1793";"1786";"1580";"3346";"26";"1580";"30928";"227";"1352";"7376";"23552";"7155"
"2023-02-14";"3288";"173";"3461";"183487";"186948";"1550";"6733";"25163314";"187722";"25537984";"266981463";"67687981";"16";"9727229";"15810755";"100532910";"166448553";"-25";"-4";"-29";"1579";"1550";"3343";"6733";"5117";"66";"6733";"134711";"1377";"5356";"45949";"88762";"24061"
"2023-02-15";"3291";"157";"3448";"183849";"187297";"349";"4835";"25167735";"187785";"25542817";"267068922";"67704945";"11";"9728145";"15814672";"100553152";"166515770";"3";"-16";"-13";"362";"349";"-1201";"4835";"4421";"63";"4835";"87459";"916";"3917";"20242";"67217";"16964"
"2023-02-16";"3200";"154";"3354";"182174";"185528";"-1769";"4599";"25174036";"187850";"25547414";"267156892";"67721804";"14";"9729165";"15818249";"100575367";"166581525";"-91";"-3";"-94";"-1675";"-1769";"-2118";"4599";"6301";"65";"4599";"87970";"1020";"3577";"22215";"65755";"16859"
"2023-02-17";"3177";"161";"3338";"181907";"185245";"-283";"4374";"25178645";"187898";"25551788";"267230672";"67737007";"15";"9730125";"15821663";"100593708";"166636964";"-23";"7";"-16";"-267";"-283";"1486";"4374";"4609";"48";"4374";"73780";"960";"3414";"18341";"55439";"15203"
"2023-02-18";"3243";"166";"3409";"181228";"184637";"-608";"4198";"25183419";"187927";"25555983";"267304758";"67750051";"16";"9730867";"15825116";"100609203";"166695555";"66";"5";"71";"-679";"-608";"-325";"4198";"4774";"29";"4198";"74086";"742";"3453";"15495";"58591";"13044"
"2023-02-19";"3277";"159";"3436";"179595";"183031";"-1606";"3077";"25188084";"187945";"25559060";"267356831";"67761573";"7";"9731397";"15827663";"100621039";"166735792";"34";"-7";"27";"-1633";"-1606";"-998";"3077";"4665";"18";"3077";"52073";"530";"2547";"11836";"40237";"11522"
"2023-02-20";"3263";"155";"3418";"176557";"179975";"-3056";"1613";"25192734";"187964";"25560673";"267389162";"67768740";"7";"9731641";"15829032";"100628821";"166760341";"-14";"-4";"-18";"-3038";"-3056";"-1450";"1613";"4650";"19";"1613";"32331";"244";"1369";"7782";"24549";"7167"
"2023-02-21";"3381";"137";"3518";"176683";"180201";"226";"6799";"25199250";"188020";"25567471";"267494567";"67787674";"10";"9733146";"15834325";"100650734";"166843833";"118";"-18";"100";"126";"226";"3282";"6799";"6516";"56";"6799";"105405";"1505";"5293";"21913";"83492";"18934"
"2023-02-22";"3351";"134";"3485";"174144";"177629";"-2572";"4662";"25206449";"188054";"25572132";"267579600";"67804707";"17";"9734015";"15838117";"100669429";"166910171";"-30";"-3";"-33";"-2539";"-2572";"-2798";"4662";"7199";"34";"4662";"85033";"869";"3792";"18695";"66338";"17033"
"2023-02-23";"3331";"133";"3464";"165641";"169105";"-8524";"4720";"25219653";"188094";"25576852";"267663187";"67821710";"17";"9734953";"15841899";"100687203";"166975984";"-20";"-1";"-21";"-8503";"-8524";"-5952";"4720";"13204";"40";"4720";"83587";"938";"3782";"17774";"65813";"17003"
"2023-02-24";"3307";"126";"3433";"157946";"161379";"-7726";"4419";"25231744";"188143";"25581266";"267744616";"67836744";"14";"9735783";"15845483";"100702819";"167041797";"-24";"-7";"-31";"-7695";"-7726";"798";"4419";"12091";"49";"4419";"81429";"830";"3584";"15616";"65813";"15034"
"2023-02-25";"3297";"129";"3426";"156034";"159460";"-1919";"3895";"25237526";"188174";"25585160";"267817176";"67848938";"21";"9736603";"15848557";"100719827";"167097349";"-10";"3";"-7";"-1912";"-1919";"5807";"3895";"5782";"31";"3895";"72560";"820";"3074";"17008";"55552";"12194"
"2023-02-26";"3280";"137";"3417";"149528";"152945";"-6515";"2839";"25246867";"188187";"25587999";"267871080";"67860621";"17";"9737096";"15850903";"100731697";"167139383";"-17";"8";"-9";"-6506";"-6515";"-4596";"2839";"9341";"13";"2839";"53904";"493";"2346";"11870";"42034";"11683"
"2023-02-27";"3313";"146";"3459";"146720";"150179";"-2766";"1497";"25251096";"188218";"25589493";"267903677";"67868226";"18";"9737303";"15852190";"100739261";"167164416";"33";"9";"42";"-2808";"-2766";"3749";"1497";"4229";"31";"1497";"32597";"207";"1287";"7564";"25033";"7605"
"2023-02-28";"3303";"148";"3451";"145408";"148859";"-1320";"5897";"25258264";"188262";"25595385";"268028871";"67888589";"26";"9738557";"15856828";"100764638";"167264233";"-10";"2";"-8";"-1312";"-1320";"1446";"5897";"7168";"44";"5897";"125194";"1254";"4638";"25377";"99817";"20363"
"2023-03-01";"3310";"145";"3455";"144581";"148036";"-823";"4633";"25263683";"188294";"25600013";"268115291";"67904211";"13";"9739427";"15860586";"100784913";"167330378";"7";"-3";"4";"-827";"-823";"497";"4633";"5419";"32";"4633";"86420";"870";"3758";"20275";"66145";"15622"
"2023-03-02";"3297";"137";"3434";"144636";"148070";"34";"3504";"25267118";"188322";"25603510";"268196399";"67919281";"12";"9740243";"15863267";"100802842";"167393557";"-13";"-8";"-21";"55";"34";"857";"3504";"3435";"28";"3504";"81108";"816";"2681";"17929";"63179";"15070"
"2023-03-03";"3234";"141";"3375";"143744";"147119";"-951";"3526";"25271539";"188373";"25607031";"268266300";"67931949";"15";"9740884";"15866147";"100816485";"167449815";"-63";"4";"-59";"-892";"-951";"-985";"3526";"4421";"51";"3526";"69901";"641";"2880";"13643";"56258";"12668"
"2023-03-04";"3148";"134";"3282";"143230";"146512";"-607";"3263";"25275385";"188396";"25610293";"268337502";"67943489";"10";"9741593";"15868700";"100832182";"167505320";"-86";"-7";"-93";"-514";"-607";"344";"3263";"3846";"23";"3263";"71202";"709";"2553";"15697";"55505";"11540"
"2023-03-05";"3146";"132";"3278";"142987";"146265";"-247";"2316";"25277939";"188405";"25612609";"268383054";"67953521";"11";"9741923";"15870686";"100841742";"167541312";"-2";"-2";"-4";"-243";"-247";"360";"2316";"2554";"9";"2316";"45552";"330";"1986";"9560";"35992";"10032"
"2023-03-06";"3167";"128";"3295";"141683";"144978";"-1287";"1421";"25280620";"188430";"25614028";"268414690";"67960137";"6";"9742181";"15871847";"100848518";"167566172";"21";"-4";"17";"-1304";"-1287";"-1040";"1421";"2681";"25";"1421";"31636";"258";"1161";"6776";"24860";"6616"
"2023-03-07";"3107";"116";"3223";"140758";"143981";"-997";"5687";"25287256";"188475";"25619712";"268516040";"67979813";"14";"9743426";"15876286";"100871017";"167645023";"-60";"-12";"-72";"-925";"-997";"290";"5687";"6636";"45";"5687";"101350";"1245";"4439";"22499";"78851";"19676"
"2023-03-08";"3049";"110";"3159";"140748";"143907";"-74";"3935";"25291235";"188502";"25623644";"268600732";"67996739";"13";"9744181";"15879463";"100892049";"167708683";"-58";"-6";"-64";"-10";"-74";"923";"3935";"3979";"27";"3935";"84692";"755";"3177";"21032";"63660";"16926"
"2023-03-09";"2962";"104";"3066";"141005";"144071";"164";"3840";"25294864";"188538";"25627473";"268674307";"68011339";"13";"9744975";"15882498";"100909065";"167765242";"-87";"-6";"-93";"257";"164";"238";"3840";"3629";"36";"3840";"73575";"794";"3035";"17016";"56559";"14600"
"2023-03-10";"2902";"91";"2993";"140587";"143580";"-491";"3606";"25298920";"188570";"25631070";"268745720";"68025372";"8";"9745783";"15885287";"100924410";"167821310";"-60";"-13";"-73";"-418";"-491";"-655";"3606";"4056";"32";"3606";"71413";"808";"2789";"15345";"56068";"14033"
"2023-03-11";"2905";"91";"2996";"140256";"143252";"-328";"3372";"25302596";"188594";"25634442";"268808414";"68036841";"11";"9746428";"15888014";"100937425";"167870989";"3";"0";"3";"-331";"-328";"163";"3372";"3676";"24";"3372";"62694";"645";"2727";"13015";"49679";"11469"
"2023-03-12";"2897";"96";"2993";"139513";"142506";"-746";"2511";"25305826";"188621";"25636953";"268851457";"68046482";"7";"9746836";"15890117";"100947237";"167904220";"-8";"5";"-3";"-743";"-746";"-418";"2511";"3230";"27";"2511";"43043";"408";"2103";"9812";"33231";"9641"
"2023-03-13";"2884";"98";"2982";"138232";"141214";"-1292";"1379";"25308459";"188658";"25638331";"268880807";"68053078";"8";"9747027";"15891304";"100953720";"167927087";"-13";"2";"-11";"-1281";"-1292";"-546";"1379";"2633";"37";"1379";"29350";"191";"1187";"6483";"22867";"6596"
"2023-03-14";"2811";"97";"2908";"138929";"141837";"623";"5475";"25313268";"188696";"25643801";"268974223";"68069899";"11";"9748155";"15895646";"100972728";"168001495";"-73";"-1";"-74";"697";"623";"1915";"5475";"4809";"38";"5475";"93416";"1128";"4342";"19008";"74408";"16821"
"2023-03-15";"2772";"96";"2868";"138938";"141806";"-31";"3921";"25317192";"188724";"25647722";"269054024";"68086500";"9";"9748871";"15898851";"100989830";"168064194";"-39";"-1";"-40";"9";"-31";"-654";"3921";"3924";"28";"3921";"79801";"716";"3205";"17102";"62699";"16601"
"2023-03-16";"2727";"104";"2831";"139157";"141988";"182";"3466";"25320467";"188750";"25651205";"269127054";"68101165";"23";"9749550";"15901655";"101004437";"168122617";"-45";"8";"-37";"219";"182";"213";"3466";"3275";"26";"3466";"73030";"679";"2804";"14607";"58423";"14665"
"2023-03-17";"2690";"102";"2792";"139401";"142193";"205";"3285";"25323523";"188774";"25654490";"269195262";"68114354";"9";"9750235";"15904255";"101018163";"168177099";"-37";"-2";"-39";"244";"205";"23";"3285";"3056";"24";"3285";"68208";"685";"2600";"13726";"54482";"13189"
"2023-03-18";"2618";"105";"2723";"139459";"142182";"-11";"2995";"25326506";"188795";"25657483";"269257466";"68126008";"15";"9750981";"15906502";"101031781";"168225685";"-72";"3";"-69";"58";"-11";"-216";"2995";"2983";"21";"2995";"62204";"746";"2247";"13618";"48586";"11654"
"2023-03-19";"2624";"104";"2728";"138918";"141646";"-536";"2163";"25329198";"188802";"25659646";"269302631";"68135189";"10";"9751343";"15908303";"101041820";"168260811";"6";"-1";"5";"-541";"-536";"-525";"2163";"2692";"7";"2163";"45165";"362";"1801";"10039";"35126";"9181"
"2023-03-20";"2633";"106";"2739";"137155";"139894";"-1752";"1179";"25332107";"188823";"25660824";"269329460";"68141477";"10";"9751549";"15909275";"101046716";"168282744";"9";"2";"11";"-1763";"-1752";"-1216";"1179";"2909";"21";"1179";"26829";"206";"972";"4896";"21933";"6288"
"2023-03-21";"2609";"107";"2716";"137356";"140072";"178";"5187";"25337065";"188869";"25666006";"269423714";"68158739";"13";"9752715";"15913291";"101064519";"168359195";"-24";"1";"-23";"201";"178";"1930";"5187";"4958";"46";"5187";"94254";"1166";"4016";"17803";"76451";"17262"
"2023-03-22";"2616";"108";"2724";"136807";"139531";"-541";"3865";"25341435";"188899";"25669865";"269498920";"68173291";"10";"9753412";"15916453";"101080395";"168418525";"7";"1";"8";"-549";"-541";"-719";"3865";"4370";"30";"3865";"75206";"697";"3162";"15876";"59330";"14552"
"2023-03-23";"2584";"105";"2689";"135910";"138599";"-932";"3582";"25345910";"188933";"25673442";"269569208";"68187924";"6";"9754070";"15919372";"101095057";"168474151";"-32";"-3";"-35";"-897";"-932";"-391";"3582";"4475";"34";"3582";"70288";"658";"2919";"14662";"55626";"14633"
"2023-03-24";"2588";"101";"2689";"135916";"138605";"6";"3356";"25349229";"188955";"25676789";"269629563";"68200615";"5";"9754689";"15922100";"101106730";"168522833";"4";"-4";"0";"6";"6";"938";"3356";"3319";"22";"3356";"60355";"619";"2728";"11673";"48682";"12691"
"2023-03-25";"2543";"97";"2640";"136426";"139066";"461";"3360";"25352108";"188974";"25680148";"269694481";"68211329";"4";"9755356";"15924792";"101119069";"168575412";"-45";"-4";"-49";"510";"461";"455";"3360";"2879";"19";"3360";"64918";"667";"2692";"12339";"52579";"10714"
"2023-03-26";"2516";"102";"2618";"135655";"138273";"-793";"2068";"25354960";"188983";"25682216";"269732554";"68219912";"9";"9755652";"15926564";"101127528";"168605026";"-27";"5";"-22";"-771";"-793";"-1254";"2068";"2852";"9";"2068";"38073";"296";"1772";"8459";"29614";"8583"
"2023-03-27";"2526";"95";"2621";"133236";"135857";"-2416";"1230";"25358589";"188999";"25683445";"269760907";"68226829";"6";"9755827";"15927618";"101134031";"168626876";"10";"-7";"3";"-2419";"-2416";"-1623";"1230";"3629";"16";"1230";"28353";"175";"1054";"6503";"21850";"6917"
"2023-03-28";"2548";"99";"2647";"131923";"134570";"-1287";"5015";"25364853";"189037";"25688460";"269850474";"68242476";"16";"9757017";"15931443";"101151273";"168699201";"22";"4";"26";"-1313";"-1287";"1129";"5015";"6264";"38";"5015";"89567";"1190";"3825";"17242";"72325";"15647"
"2023-03-29";"2556";"96";"2652";"130662";"133314";"-1256";"3597";"25369681";"189060";"25692055";"269945304";"68259493";"13";"9757628";"15934427";"101187631";"168757673";"8";"-3";"5";"-1261";"-1256";"31";"3597";"4828";"23";"3597";"94830";"611";"2984";"36358";"58472";"17017"
"2023-03-30";"2533";"84";"2617";"131051";"133668";"354";"3257";"25372554";"189089";"25695311";"270012027";"68271423";"5";"9758302";"15937009";"101201171";"168810856";"-23";"-12";"-35";"389";"354";"1610";"3257";"2873";"29";"3257";"66723";"674";"2582";"13540";"53183";"11930"
"2023-03-31";"2533";"90";"2623";"131074";"133697";"29";"3002";"25375485";"189131";"25698313";"270074524";"68285055";"14";"9758882";"15939431";"101211712";"168862812";"0";"6";"6";"23";"29";"-325";"3002";"2931";"42";"3002";"62497";"580";"2422";"10541";"51956";"13632"
"2023-04-01";"2497";"85";"2582";"131789";"134371";"674";"2834";"25377621";"189155";"25701147";"270130380";"68296033";"9";"9759435";"15941712";"101223019";"168907361";"-36";"-5";"-41";"715";"674";"645";"2834";"2136";"24";"2834";"55856";"553";"2281";"11307";"44549";"10978"
"2023-04-02";"2494";"88";"2582";"131423";"134005";"-366";"2136";"25380111";"189167";"25703283";"270170870";"68304762";"8";"9759689";"15943594";"101231171";"168939699";"-3";"3";"0";"-366";"-366";"-1040";"2136";"2490";"12";"2136";"40490";"254";"1882";"8152";"32338";"8729"
"2023-04-03";"2514";"89";"2603";"130021";"132624";"-1381";"1219";"25382696";"189182";"25704502";"270197854";"68311109";"5";"9759919";"15944583";"101236950";"168960904";"20";"1";"21";"-1402";"-1381";"-1015";"1219";"2585";"15";"1219";"26984";"230";"989";"5779";"21205";"6347"
"2023-04-04";"2479";"87";"2566";"130545";"133111";"487";"4711";"25386880";"189221";"25709212";"270275685";"68326495";"7";"9761006";"15948206";"101252656";"169023029";"-35";"-2";"-37";"524";"487";"1868";"4711";"4184";"39";"4711";"77831";"1087";"3623";"15706";"62125";"15386"
"2023-04-05";"2457";"87";"2544";"130126";"132670";"-441";"3296";"25390586";"189251";"25712507";"270340658";"68340486";"13";"9761584";"15950923";"101266607";"169074051";"-22";"0";"-22";"-419";"-441";"-928";"3296";"3706";"30";"3296";"64973";"578";"2717";"13951";"51022";"13991"
"2023-04-06";"2439";"85";"2524";"130001";"132525";"-145";"2877";"25393597";"189262";"25715384";"270400793";"68352392";"10";"9762230";"15953154";"101279549";"169121244";"-18";"-2";"-20";"-125";"-145";"296";"2877";"3011";"11";"2877";"60135";"646";"2231";"12942";"47193";"11906"
"2023-04-07";"2440";"84";"2524";"130251";"132775";"250";"2991";"25396328";"189281";"25718384";"270447908";"68362922";"10";"9762988";"15955396";"101289798";"169158110";"1";"-1";"0";"250";"250";"395";"2991";"2731";"19";"2991";"47115";"758";"2242";"10249";"36866";"10530"
"2023-04-08";"2411";"85";"2496";"131154";"133650";"875";"2671";"25398101";"189303";"25721054";"270488552";"68370946";"5";"9763255";"15957799";"101298799";"169189753";"-29";"1";"-28";"903";"875";"625";"2671";"1773";"22";"2671";"40644";"267";"2403";"9001";"31643";"8024"
"2023-04-09";"2425";"84";"2509";"130755";"133264";"-386";"2194";"25400675";"189309";"25723248";"270518068";"68377731";"4";"9763538";"15959710";"101304569";"169213499";"14";"-1";"13";"-399";"-386";"-1261";"2194";"2574";"6";"2194";"29516";"283";"1911";"5770";"23746";"6785"
"2023-04-10";"2410";"86";"2496";"130181";"132677";"-587";"898";"25402154";"189315";"25724146";"270532644";"68381608";"5";"9763695";"15960451";"101307882";"169224762";"-15";"2";"-13";"-574";"-587";"-201";"898";"1479";"6";"898";"14576";"157";"741";"3313";"11263";"3877"
"2023-04-11";"2487";"85";"2572";"128266";"130838";"-1839";"1445";"25405416";"189337";"25725591";"270560190";"68387949";"5";"9764018";"15961573";"101314400";"169245790";"77";"-1";"76";"-1915";"-1839";"-1252";"1445";"3262";"22";"1445";"27546";"323";"1122";"6518";"21028";"6341"
"2023-04-12";"2571";"85";"2656";"130686";"133342";"2504";"6706";"25409592";"189363";"25732297";"270652546";"68406433";"11";"9765314";"15966983";"101334285";"169318261";"84";"0";"84";"2420";"2504";"4343";"6706";"4176";"26";"6706";"92356";"1296";"5410";"19885";"72471";"18484"
"2023-04-13";"2634";"83";"2717";"131161";"133878";"536";"4874";"25413901";"189391";"25737170";"270717229";"68419824";"7";"9766069";"15971101";"101348156";"169369073";"63";"-2";"61";"475";"536";"-1968";"4874";"4309";"28";"4874";"64683";"755";"4118";"13871";"50812";"13391"
"2023-04-14";"2727";"82";"2809";"131992";"134801";"923";"4322";"25417264";"189427";"25741492";"270772227";"68432576";"10";"9766789";"15974703";"101359193";"169413034";"93";"-1";"92";"831";"923";"387";"4322";"3363";"36";"4322";"54998";"720";"3602";"11037";"43961";"12752"
"2023-04-15";"2748";"86";"2834";"133985";"136819";"2018";"4309";"25419541";"189440";"25745800";"270836013";"68445346";"9";"9767481";"15978319";"101381217";"169454796";"21";"4";"25";"1993";"2018";"1095";"4309";"2277";"13";"4309";"63786";"692";"3616";"22024";"41762";"12770"
"2023-04-16";"2763";"90";"2853";"135030";"137883";"1064";"2836";"25421309";"189444";"25748636";"270876159";"68454379";"12";"9767926";"15980710";"101389733";"169486426";"15";"4";"19";"1045";"1064";"-954";"2836";"1768";"4";"2836";"40146";"445";"2391";"8516";"31630";"9033"
"2023-04-17";"2838";"99";"2937";"132938";"135875";"-2008";"1498";"25424797";"189462";"25750134";"270900172";"68460048";"12";"9768184";"15981950";"101394730";"169505442";"75";"9";"84";"-2092";"-2008";"-3072";"1498";"3488";"18";"1498";"24013";"258";"1240";"4997";"19016";"5669"
"2023-04-18";"2851";"99";"2950";"132587";"135537";"-338";"6005";"25431111";"189490";"25756138";"270980141";"68476666";"12";"9769432";"15986706";"101408553";"169571588";"13";"0";"13";"-351";"-338";"1670";"6005";"6314";"28";"6005";"79969";"1248";"4756";"13823";"66146";"16618"
"2023-04-19";"2871";"104";"2975";"132845";"135820";"283";"4796";"25435625";"189560";"25761005";"271052516";"68492053";"16";"9770191";"15990814";"101424595";"169627921";"20";"5";"25";"258";"283";"621";"4796";"4514";"70";"4796";"72375";"759";"4108";"16042";"56333";"15387"
"2023-04-20";"2873";"104";"2977";"133197";"136174";"354";"4216";"25439463";"189582";"25765219";"271116017";"68505716";"10";"9770935";"15994284";"101437669";"169678348";"2";"0";"2";"352";"354";"71";"4216";"3838";"22";"4216";"63501";"744";"3470";"13074";"50427";"13663"
"2023-04-21";"2899";"96";"2995";"133711";"136706";"532";"3766";"25442676";"189603";"25768985";"271169610";"68517679";"12";"9771713";"15997272";"101448219";"169721391";"26";"-8";"18";"514";"532";"178";"3766";"3213";"21";"3766";"53593";"778";"2988";"10550";"43043";"11963"
"2023-04-22";"2902";"95";"2997";"134697";"137694";"988";"3475";"25445138";"189627";"25772459";"271219882";"68528485";"9";"9772306";"16000153";"101457697";"169762185";"3";"-1";"2";"986";"988";"456";"3475";"2462";"24";"3475";"50272";"593";"2881";"9478";"40794";"10806"
